1	0.348695
2	0.224116
3	0.178811
4	0.159505
5	0.106856
6	0.104064
7	0.097605
8	0.091797
9	0.088928
10	0.083034
11	0.079397
12	0.076059
13	0.074757
14	0.074274
15	0.073699
16	0.070124
17	0.069867
18	0.069575
19	0.068359
20	0.066111
21	0.064981
22	0.064631
23	0.063206
24	0.062972
25	0.061530
26	0.059619
27	0.059589
28	0.059414
29	0.059380
30	0.059185
31	0.059071
32	0.058832
33	0.057804
34	0.057070
35	0.056895
36	0.056816
37	0.056532
38	0.056130
39	0.056016
40	0.055954
41	0.055254
42	0.054858
43	0.054511
44	0.053671
45	0.053270
46	0.053189
47	0.052542
48	0.052369
49	0.052210
50	0.052039
51	0.052025
52	0.051686
53	0.051660
54	0.051617
55	0.051510
56	0.051443
57	0.051419
58	0.051389
59	0.051341
60	0.051297
61	0.051091
62	0.050890
63	0.050865
64	0.050753
65	0.050668
66	0.050452
67	0.050368
68	0.050148
69	0.050102
70	0.050074
71	0.049978
72	0.049946
73	0.049881
74	0.049824
75	0.049764
76	0.049668
77	0.049629
78	0.049513
79	0.049304
80	0.049158
81	0.048892
82	0.048875
83	0.048838
84	0.048799
85	0.048638
86	0.048520
87	0.048505
88	0.048501
89	0.048292
90	0.048102
91	0.048086
92	0.048021
93	0.047895
94	0.047736
95	0.047689
96	0.047686
97	0.047609
98	0.047221
99	0.047193
100	0.047168
