1	0.973656
2	0.693497
3	0.568923
4	0.558794
5	0.538867
6	0.533818
7	0.515403
8	0.535881
9	0.557600
10	0.513445
11	0.516550
12	0.490154
13	0.490830
14	0.482268
15	0.481805
16	0.479560
17	0.488854
18	0.478852
19	0.480027
20	0.476052
21	0.473943
22	0.473271
23	0.473542
24	0.473523
25	0.472998
26	0.481490
27	0.474387
28	0.469756
29	0.478857
30	0.467027
31	0.466838
32	0.469222
33	0.471643
34	0.466969
35	0.465445
36	0.467397
37	0.464577
38	0.464318
39	0.463069
40	0.463116
41	0.463098
42	0.463641
43	0.465188
44	0.471129
45	0.464191
46	0.464414
47	0.465253
48	0.464930
49	0.464721
50	0.470261
51	0.466039
52	0.463880
53	0.465104
54	0.461475
55	0.461849
56	0.464004
57	0.463151
58	0.465967
59	0.472210
60	0.472981
61	0.474673
62	0.462295
63	0.462443
64	0.462705
65	0.464952
66	0.464791
67	0.467285
68	0.472816
69	0.469311
70	0.472108
71	0.464662
72	0.468601
73	0.464668
74	0.468696
75	0.465006
76	0.466693
77	0.467325
78	0.469612
79	0.463811
80	0.460966
81	0.460409
82	0.462790
83	0.459957
84	0.465939
85	0.468619
86	0.465463
87	0.466064
88	0.465972
89	0.459883
90	0.459268
91	0.459675
92	0.461536
93	0.461692
94	0.460646
95	0.460980
96	0.461791
97	0.459973
98	0.459037
99	0.459534
100	0.459823
